Category,COST ACCOUNT,ITEM,U.O.M.,FOUN.,GF,FF,SF,TF,FOF,RF,BUDGET QTY,ENG. QTY
MECHANICAL,S1.P6.CB.13.1.4.7,"Single pole switch, 20 A,  230 V,  3-gang ",???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.4.8,Fan Motor Switch,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.4.9,Fan motor switch with overload protection,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.1.4.10,"Fan motor switch with overload protection, 2-way",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.CB.13.1.4.11,Water Heater Switch,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.4.12,"Single outlet 15A, 230V",???,,,,,,, 37.00 , 37.00 , 37.00 
MECHANICAL,S1.P6.CB.13.1.4.13,"Duplex outlet 15A, 230V",???,,,,,,, 17.00 , 17.00 , 17.00 
MECHANICAL,S1.P6.CB.13.1.4.14,"Duplex outlet 15A, 230V, floor mounted",???,,,,,,, 7.00 , 7.00 , 7.00 
MECHANICAL,S1.P6.CB.13.1.4.15,"Single 15A, 230V, GFCI",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.1.4.16,"Special Purpose Outlet, 20A,  230V",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.1.4.17,Photocell,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.4.18,"CB, 15AT, 100AF, 1P,  230V,  in lockable NEMA1 enclosure ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.4.19,Unfused Safety Switch (UFSS),,,,,,,,, -   ,  
MECHANICAL,S1.6.CB.13.1.4.19.1,"30 A, 2 P, 230 V, 30 Hz,  WP",???,,,,,,, 16.00 , 16.00 , 16.00 
MECHANICAL,S1.6.CB.13.1.4.19.2,"30 A, 3 P, 400 V, 30 Hz,  WP",???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.1.5,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.1.5.1,Type A9,???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.1.5.2,Type C8,???,,,,,,, 36.00 , 36.00 , 36.00 
MECHANICAL,S1.P6.CB.13.1.5.3,Type C9,???,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P6.CB.13.1.5.4,Type C10,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.CB.13.1.5.5,Type H1,???,,,,,,, 12.00 , 12.00 , 12.00 
MECHANICAL,S1.P6.CB.13.1.5.6,Type J2,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.7,Type M2,???,,,,,,, 14.00 , 14.00 , 14.00 
MECHANICAL,S1.P6.CB.13.1.5.8,Type V,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.9,Type V2,???,,,,,,, 12.00 , 12.00 , 12.00 
MECHANICAL,S1.P6.CB.13.1.5.10,Type V3,???,,,,,,, 17.00 , 17.00 , 17.00 
MECHANICAL,S1.P6.CB.13.1.5.11,Type V4,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.CB.13.1.5.12,Type V7,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.13,Type V10,???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.CB.13.1.5.14,Emergency Pack Type A9,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.5.15,Emergency Pack Type C8,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.16,Emergency Pack Type C9,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.CB.13.1.5.17,Emergency Pack Type C10,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.5.18,Emergency Pack Type G8,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.5.19,Emergency Pack Type K4,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.1.5.20,Emergency Pack Type V,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.5.21,Emergency Pack Type V2,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.22,Emergency Pack Type V3,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.1.5.23,Emergency Pack Type V4,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P6.CB.13.1.5.24,Emergency Pack Type V10,???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.2,"Grounding and Lightning Protection System (including conduits,  exothermic bonding, boxes, testing and all pertinent accessories",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.2.1,Air Terminal (600 mm ht),???,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P6.CB.13.2.2,Grounding Electrode Assembly w/cast iron cover inspection pit,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.P6.CB.13.2.3,Grounding Electrode,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.2.4,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.2.4.1,"16 mm2,  BCW",? ?,,,,,,, 113.00 , 113.00 , 113.00 
MECHANICAL,S1.P6.CB.13.2.4.2,"50 mm2,  BCW",? ?,,,,,,, 320.00 , 320.00 , 320.00 
MECHANICAL,S1.P6.CB.13.3,"Fire Alarm System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.3.1,"Fire Alarm Control Panel,  2 - loop capacity intelligent soft addressable",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.3.2,Addressable fire alarm horn with built-in short circuit isolator,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.3.3,Addressable fire alarm manual station with built-in short circuit isolator,???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.3.4,"Addressable smoke detector with built-in short circuit isolaotr, Optical type",???,,,,,,, 26.00 , 26.00 , 26.00 
MECHANICAL,S1.P6.CB.13.3.5,"Addressable Duct smoke detector with built-in shotr circuit islator, Optical type",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.CB.13.4,"Telephone System (including wires, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.4.1,Telephone Terminal Cabinet with 10 pairs capacity,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.4.2,Telephone outlet ,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.P6.CB.13.4.3,"Telephone outlet , floor mounted",???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P6.CB.13.5,"Local Area Network (LAN) System (including UTP CAT. 6A cable, conduits, sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.5.1,"Rack complete with 4 ports fiber patch panel,  24 GE ports PoE plus switch with 1 x 1G uplinks, and 24 ports UTP (CAT. 6A) patch panel ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.5.2,"LAN outlet, flush wall mounted",???,,,,,,, 8.00 , 8.00 , 8.00 
MECHANICAL,S1.P6.CB.13.5.3,"Lan Outlet, floor mounted",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P6.CB.13.5.4,"Duplex Lan Outlet, floor mounted",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.6,"Television System (including cables, conduit, uPVC sleeves, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P6.CB.13.6.1,"Splitter, 6-ways",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P6.CB.13.6.2,"Television Outlet, flush wall mounted",???,,,,,,, 6.00 , 6.00 , 6.00 
MECHANICAL,S1.P8.PG&SF.3,SITE ELECTRICAL UTILITIES,,,,,,,,, -   ,  
MECHANICAL,S1.P8.PG&SF.3.1,Site Electrical Distribution (including testing and commissioning),,,,,,,,, -   ,  
MECHANICAL,S1.P8.PG&SF.21.1.1,"Sport Facilities Lighting Control Panel (SFLCP), outdoor type, which includes steel bar pedestal on concrete pad, refer to note 9 on dwg 1-XE-E-01.",???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.P8.PG&SF.21.1.2,"Wires And Cables, including UPVC sleeves",,,,,,,,, -   ,  
MECHANICAL,S1.8.PG&SF.21.1.2.1,"4 - 25 + 10 G mm2 Cu / XLPE / RSWA / PVC,  D.B., 600/1000 V",? ?,,,,,,, 171.00 , 171.00 , 171.00 
MECHANICAL,S1.P8.PG&SF.21.1.3,uPVC Duct- Concrete Encased and A Spare,,,,,,,,, -   ,  
MECHANICAL,S1.8.PG&SF.21.1.3.1,63 mm diameter,? ?,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P8.PG&SF.21.2,Site Lighting System (including testing),,,,,,,,, -   ,  
MECHANICAL,S1.P8.PG&SF.21.2.1,Lighting Fixtures,,,,,,,,, -   ,  
MECHANICAL,S1.8.PG&SF.21.2.1.1,"Type  R7 with 14 m pole, including civil/structural work, ground wires and rod.",???,,,,,,, 66.00 , 66.00 , 66.00 
MECHANICAL,S1.P8.PG&SF.21.2.2,"Wires And Cables, including UPVC sleeves and RSC",,,,,,,,, -   ,  
MECHANICAL,S1.8.PG&SF.21.2.2.1,"4 - 10 + 6 G mm2 Cu / XLPE / RSWA / PVC, D.B.,  600/1000 V",? ?,,,,,,," 1,618.00 "," 1,618.00 "," 1,618.00 "
MECHANICAL,S1.P8.PG&SF.21.3,Excavation of Cable Trench and backfilling including all pertinent accessories,? ?,,,,,,," 1,481.00 "," 1,481.00 "," 1,481.00 "
MECHANICAL,S1.P9.TWTPH.13,ELECTRICAL SYSTEMS,,,,,,,,, -   ,  
MECHANICAL,S1.P9.TWTPH.13.1,Electrical Service And Distribution (including testing).,,,,,,,,, -   ,  
MECHANICAL,S1.P9.TWTPH.13.1.1,Electrical Branch Circuit Panelboard,,,,,,,,, -   ,  
MECHANICAL,S1.9.TWTPH.13.1.1.1,"Panelboard ""LPA"", with Lighting Contactor 30A, 1P, 230V Coil Voltage 230V, auto-off-hand switch and a fuse.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.1.2,"Wires and Cables, including PVC conduits",,,,,,,,, -   ,  
MECHANICAL,S1.9.TWTPH.13.1.2.1,"3 - 50 + 25 N - 10 G mm2 Cu / XLPE / PVC, LV",? ?,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P9.TWTPH.13.1.3,"Lighting and Branch Wiring (Wiring devices, including junction boxes, conduits, wirings, and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.9.TWTPH.13.1.3.1,"Single pole switch, 20 A, 230 V ",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.9.TWTPH.13.1.3.2,Fan motor switch,???,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.9.TWTPH.13.1.3.3,"Single outlet 15A, 230V, WP",???,,,,,,, 3.00 , 3.00 , 3.00 
MECHANICAL,S1.9.TWTPH.13.1.3.4,Photocell,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.1.4,"Interior Lighting (Lighting fixtures, including junction boxes, conduits, wirings, and all pertinent accessories). ",,,,,,,,, -   ,  
MECHANICAL,S1.9.TWTPH.13.1.4.1,Type G4,???,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.9.TWTPH.13.1.4.2,Type N5,???,,,,,,, 4.00 , 4.00 , 4.00 
MECHANICAL,S1.9.TWTPH.13.1.4.3,Emergency Pack Type G4,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.2,"Grounding System (including conduits, exothermic bonding, boxes, testing and all pertinent accessories).",,,,,,,,, -   ,  
MECHANICAL,S1.P9.TWTPH.13.2.1,Grounding Electrode assembly w/cast iron cover inspection pit,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.2.2,Grounding Electrode,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.2.3,"Cables, including trench excavation and backfilling",,,,,,,,, -   ,  
MECHANICAL,S1.9.TWTPH.13.2.3.1,"16 mm2,  BCW",? ?,,,,,,, 5.00 , 5.00 , 5.00 
MECHANICAL,S1.9.TWTPH.13.2.3.2,"50 mm2,  BCW",? ?,,,,,,, 15.00 , 15.00 , 15.00 
MECHANICAL,S1.P9.TWTPH.13.3,"Fire Alarm System (including wires, conduit, boxes, testing and all pertinent accessories)",,,,,,,,, -   ,  
MECHANICAL,S1.P9.TWTPH.13.3.1,Fire alarm pull box,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.3.2,Fire alarm bell with line resistor,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.3.3,Fire alarm manual station,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P9.TWTPH.13.3.4,Smoke detector with line resistor,???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P11.CON.1,SITE ELECTRICAL UTILITIES,,,,,,,,, -   ,  
MECHANICAL,S1.P11.CON.1.1,Site Telephone System (including testing),,,,,,,,, -   ,  
MECHANICAL,S1.P11.CON.21.1.1,"Suppy and Installation of OMS-846 Optical Modem at Station L which includes rack mounted DDF, 16xE1 circuits, coaxial cables and connectors and other required accessories to make the system fully operational, refer to note 4c of Dwg 1-XE-E-28 and note-4 of Dwg 1-XE-E-29.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P11.CON.21.1.2,"Suppy and Installation of OMS-846 Optical Modem at Military Work Office which includes rack mounted Optical Distribution Frame (ODF), rack mounted DDF, wall mounted cabinet, 16xE1 circuits, coaxial and connectors and other required accessories to make the system fully operational, refer to note 4d of Dwg 1-XE-E-28 and note-4 of Dwg 1-XE-E-29.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P11.CON.21.1.3,"Suppy and Installation of Network Materials at Military Work Office and Station L, refer to note-5 of Dwg 1-XE-E-29.",???,,,,,,, 1.00 , 1.00 , 1.00 
MECHANICAL,S1.P11.CON.21.1.4,"Mini Manhole for Communication (1500 mm x 1500 mm), including grounding rod and wires.",???,,,,,,, 14.00 , 14.00 , 14.00 
MECHANICAL,S1.P11.CON.21.1.5,"Cables, including UPVC sleeves",,,,,,,,, -   ,  
MECHANICAL,S1.P11.CON.21.1.5.1,"Single mode, 24 core fiber optic cable",? ?,,,,,,," 3,410.00 "," 3,410.00 "," 3,410.00 "
MECHANICAL,S1.P11.CON.21.1.6,uPVC Duct- Concrete Encased in Micro Trench (20 x 65cm) and A Spare,,,,,,,,, -   ,  
MECHANICAL,S1.P11.CON.21.1.6.1,4 x 50 mm diameter,? ?,,,,,,," 3,100.00 "," 3,100.00 "," 3,100.00 "
MECHANICAL,S1.P11.CON.21.1.6.2,Yellow color detectable warning tape,? ?,,,,,,," 3,100.00 "," 3,100.00 "," 3,100.00 "
MECHANICAL,S1.P11.CON.21.2,Excavation of Cable Trench and backfilling including all pertinent accessories.,,,,,,,,, -   ,  
MECHANICAL,S1.P11.CON.21.2.1,Excavation of Micro Trench (20 x 65 cm),? ?,,,,,,," 2,600.00 "," 2,600.00 "," 2,600.00 "
MECHANICAL,S1.P11.CON.21.2.2,"Excavation of cable trench (0.9m depth x 0.4m width) in hard rock areas, refer to note 4a of Dwg 1-XE-E-28.",? ?,,,,,,, 500.00 , 500.00 , 500.00 
MECHANICAL,S1.P11.CON.21.2.3,"Breaking and re-instatement of asphat surface including milling and repaving, refer to note 4b of Dwg 1-XE-E-28.",? ?,,,,,,," 2,114.00 "," 2,114.00 "," 2,114.00 "
MECHANICAL,S1.P3.NCO.9.2.1,"Electric Elevator, 11 persons capacity, complete with all appurtenances",Each,, 1.00 ,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P3.NCO.9.2.2,"Electric Elevator, 8 persons capacity, complete with all appurtenances",Each,, 1.00 ,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P3.NCO.9.1.1,"Garbage Chute, 710 mm diameter x 16000 mm high, including intake doors, fusible link, attachment accessories , and steel wheeled garbage container",Each,, 1.00 ,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.SW. 19.4.2.3.1,"BP - (1, 2, 3, 4 & 5), 125 m3/hr capacity each @ 102 m TDH",Each,, 5.00 ,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P1.SW.19.4.2.5.1,"SP - (1 & 2), 5.7 m3/hr capacity each @ 7.5 m TDH",Each,, 2.00 ,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.SW.19.4.2.6.1,"FP - (1 & 2),  340.65 m3/hr capacity each @ 118.3 m TDH",Each,, 2.00 ,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.OA.11.2.1,"ACCU + FCU (1),  3.52 KW cooling capacity, wall mounted FCU, high level",Each,, 9.00 ,,,,,, 9.00 , 9.00 
MECHANICAL,S1.P1.OA.11.2.2,"ACCU + FCU (2),  7.034 KW cooling capacity, wall mounted FCU, high level",Each,, 56.00 ,,,,,, 56.00 , 56.00 
MECHANICAL,S1.P1.OA.11.2.3,"ACCU + FCU (3),  8.79 KW cooling capacity, wall mounted FCU, high level",Each,, 8.00 ,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P3.NCO.11.1.1.1,"ACCU + FCU (1),  3.52 KW cooling capacity, wall mounted FCU, high level",Each,, 21.00 ,,,,,, 21.00 , 21.00 
MECHANICAL,S1.P3.NCO.11.1.1.2,"ACCU + FCU (2),  7.034 KW cooling capacity, wall mounted FCU, high level",Each,, 140.00 ,,,,,, 140.00 , 140.00 
MECHANICAL,S1.P3.NCO.11.1.1.3,"ACCU + FCU (3),  8.79 KW cooling capacity, wall mounted FCU, high level",Each,, 20.00 ,,,,,, 20.00 , 20.00 
MECHANICAL,S1.P3.SW.21.1.2,"Handhole for Power (600 mm x 600 mm x 1000mm), including grounding rod and wires.",Each,,,,,,, 2.00 , 2.00 , 2.00 
MECHANICAL,S1.P3.SW.21.1.3,"Handhole for Power (1000 mm x 1000 mm x 1000mm), including grounding rod and wires.",Each,,,,,,, 24.00 , 24.00 , 24.00 
MECHANICAL,S1.P3.SW.21.1.5,uPVC Duct- Concrete Encased and A Spare,Each,,,,,,,, -   , -   
MECHANICAL,S1.P3.SW.21.1.5.1,20 mm diameter,Each,,,,,,, 60.00 , 60.00 , 60.00 
MECHANICAL,S1.P3.SW.21.1.5.2,75 mm diameter,Each,,,,,,, 100.00 , 100.00 , 100.00 
MECHANICAL,S1.P3.SW.21.1.5.3,110 mm diameter,Each,,,,,,, 456.00 , 456.00 , 456.00 
MECHANICAL,S1.P3.SW.21.1.5.4,125 mm diameter,Each,,,,,,, 225.00 , 225.00 , 225.00 
MECHANICAL,S1.P3.SW.21.2,Grounding System (including testing),Each,,,,,,,, -   , -   
MECHANICAL,S1.P3.SW.21.2.1,Grounding Electrode assembly w/cast iron cover inspection pit,Each,,,,,,, 50.00 , 50.00 , 50.00 
MECHANICAL,S1.P3.SW.21.2.2,Grounding Electrode,Each,,,,,,, 24.00 , 24.00 , 24.00 
MECHANICAL,S1.P3.SW.21.3.8.1,Control Cable (3 - 2.5 mm2  Cu/PVC/PVC. 600/ 1000 V  ),Each,,,,,,, 154.00 , 154.00 , 154.00 
MECHANICAL,,,,,,,,,,, -   ,
MECHANICAL,S1.P1.PH. 10,,,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH. 10.1,Water Supply System,,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH. 10.1.1,"Water Pipes, complete with all connections, fittings and supports, including trenches for buried pipes, disinfection and testing ",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.10.1.1.1,"150 mm diameter, steel pipe",M.L, 30.00 ,,,,,,, 30.00 , 30.00 
MECHANICAL,S1.P1.PH.10.1.1.2,"40 mm diameter, steel pipe",M.L, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P1.PH.10.1.2,Miscellaneous Valves/Accessories,,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.10.1.2.1,"Check Valve, 150 mm diameter, flange connection",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH.10.1.2.2,"Gate Valve, 150 mm diameter, flange connection",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.PH.10.1.2.3,"Gate Valve, 40 mm diameter",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH. 10.1.2.4,"Float Valve Assembly, 150 mm diameter",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH. 10.1.2.5,"Foot Valve with Suction Strainer Assembly, 150 mm diameter",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH.10.1.2.6,"Flexible Pipe Connector, 150 mm diameter, flange connections",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.PH. 10.1.2.7,"Vent pipe, 150 mm diameter, gooseneck type with insect screen ",EACH, 5.00 ,,,,,,, 5.00 , 5.00 
MECHANICAL,S1.P1.PH.10.1.2.8,"Hose bibb, 20 mm diameter",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH. 10.1.3,"Booster Water Pumps (3 duty, 1 standby), vertical centrifugal, multi-stage, skid type mounted, complete with control panel & cables, valves, strainers, gauges, wires and all other accessories, as shown on Dwg 4-27-M/FP/P-01",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH. 10.1.3.1,"BP- (1, 2, 3 & 4),  30.3 m3/hr capacity each @ 93 M TDH",EACH, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P1.PH.10.1.4,"Hydro-Pneumatic Tank, steel vertical mounted, diaphragm type, complete with controls, valves, concrete pad, and all other appurtenances as shown on Dwg 4-27-M/FP/P-01",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.10.1.4.1,"HT - (1), 1000 liters capacity",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH.10.2,For External Use,,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.10.2.1,"Water Pipe (UPVC), 110 mm diameter, including trench excavation and backfilling",M.L, 6.00 ,,,,,,, 6.00 , 6.00 
MECHANICAL,S1.P1.PH. 10.2.2,"Fill Pipe Assembly with cap, 160 mm diameter (5 m long), complete with pipeworks, civil/structural works, and all other appurtenances (for Water Tanker filling)",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P1.PH.11,"HEATING, VENTILATING AND AIR CONDITIONING SYSTEMS",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.11.1,"Exhaust Fan, complete with all other appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.11.1.1,"EF - (1 & 2),  air flow = 0.13 cms @ 50 pascals static pressure, wall mounted, propeller type with automatic gravity shutter",EACH, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P1.PH. 12,FIRE PROTECTION SYSTEMS,,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.12.1,"Portable Fire Extinguisher, complete with all appurtenances",,,,,,,,, -   , -   
MECHANICAL,S1.P1.PH.12.1.1,"(FE-1), 4.54 kg, multipurpose dry chemical type ABC, 4A : 60 B:C",EACH, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,,,,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10,PLUMBING SYSTEMS,,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10.1,"Plumbing Fixtures, complete with fittings, angle valves and all appurtenances ",,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10.1.1,"Water  Closet, western type, floor mounted with flush tank (P-1), including hand spray assembly",???, 10.00 ,,,,,,, 10.00 , 10.00 
MECHANICAL,S1.P6.CB.10.1.2,"Lavatory, wall hung (P-4) ",???, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P6.CB.10.1.3,"Lavatory, countertop (P-4A)",???, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P6.CB.10.1.4,"Kitchen Sink, single compartment (P-10)",???, 2.00 ,,,,,,, 2.00 , 2.00 
MECHANICAL,S1.P6.CB.10.1.5,"Slop Sink, (P-13)",???, 1.00 ,,,,,,, 1.00 , 1.00 
MECHANICAL,S1.P6.CB.10.1.6,Mixing valve and faucet,???, 4.00 ,,,,,,, 4.00 , 4.00 
MECHANICAL,S1.P6.CB.10.2,Water Supply Piping System,,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10.2.1,"Cold Water Pipes (Copper), complete with all connections, fittings, insulation, hangers and supports, isolation valves, all valves, disinfections and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10.2.1.1,90 mm diameter,? ?, 7.00 ,,,,,,, 7.00 , 7.00 
MECHANICAL,S1.P6.CB.10.2.1.2,76 mm diameter,? ?, 3.00 ,,,,,,, 3.00 , 3.00 
MECHANICAL,S1.P6.CB.10.2.1.3,54 mm diameter,? ?, 8.00 ,,,,,,, 8.00 , 8.00 
MECHANICAL,S1.P6.CB.10.2.1.4,42 mm diameter,? ?, 46.00 ,,,,,,, 46.00 , 46.00 
MECHANICAL,S1.P6.CB.10.2.1.5,35 mm diameter,? ?, 19.00 ,,,,,,, 19.00 , 19.00 
MECHANICAL,S1.P6.CB.10.2.1.6,28 mm diameter,? ?, 10.00 ,,,,,,, 10.00 , 10.00 
MECHANICAL,S1.P6.CB.10.2.1.7,22 mm diameter,? ?, 36.00 ,,,,,,, 36.00 , 36.00 
MECHANICAL,S1.P6.CB.10.2.1.8,15 mm diameter,? ?, 98.00 ,,,,,,, 98.00 , 98.00 
MECHANICAL,S1.P6.CB.10.2.2,"Hot Water Pipes (Copper), complete with all connections, fittings, insulation, hangers and supports, isolation valves, all valves, disinfections and testing",,,,,,,,, -   , -   
MECHANICAL,S1.P6.CB.10.2.2.1,42 mm diameter,? ?, 28.00 ,,,,,,, 28.00 , 28.00 
MECHANICAL,S1.P6.CB.10.2.2.2,35 mm diameter,? ?, 13.00 ,,,,,,, 13.00 , 13.00 
MECHANICAL,S1.P6.CB.10.2.2.3,28 mm diameter,? ?, 55.00 ,,,,,,, 55.00 , 55.00 
MECHANICAL,S1.P6.CB.10.2.2.4,22 mm diameter,? ?, 72.00 ,,,,,,, 72.00 , 72.00 
